esco_skill_label,esco_skill_uri,max_similarity,n_similar,mean_similarity,max_similarity_capability
tend metal sawing machine,http://data.europa.eu/esco/skill/f53ec337-786f-4904-951d-adf3655e1c60,0.86751389503479,0,0.6483178454807096,automate sorting systems for recycling materials with precision and speed
analyse milled grains,http://data.europa.eu/esco/skill/f5426502-4264-4c0d-a24d-9f760cc24683,0.8765400052070618,0,0.6629899090795099,use of big data platforms to coordinate and improve the efficiency of grass-roots work
follow directions of on-site director,http://data.europa.eu/esco/skill/f545afd5-dc9d-43f5-86b6-65486f1f3bf7,0.915271520614624,4,0.6111322721030155,on-chain verification of project growth metrics
approve engineering design,http://data.europa.eu/esco/skill/f54c10e4-630d-4e50-95e9-4e9e268e8f12,0.9088616371154785,5,0.7067751790895985,increase efficiency and insight across software engineering lifecycle from requirements analysis to architecture design to test case generation
manage aftersales processes to comply with business standards,http://data.europa.eu/esco/skill/f54cb941-6e9b-43ee-a135-9fda4ad7237b,0.9531745314598083,412,0.7297568207327302,manage security and adherence to business and regulatory compliance requirements across different locations
advise on preparation of diet food,http://data.europa.eu/esco/skill/f5584cdb-fded-4dfe-b246-ef06f442d3a7,0.8658258318901062,0,0.6481424562044773,"guide to right-fit benefits based on financial, emotional, physical wellbeing and lifestyle behaviors"
supervise accounting operations,http://data.europa.eu/esco/skill/f5652e8e-7e25-4f3a-bd31-509c8406213f,0.9407774209976196,155,0.7097158184106661,enhance administrative and financial operations with visualization reporting
operate machine tools,http://data.europa.eu/esco/skill/f5750c05-7b15-4e0b-8591-f9a1bb95aaac,0.9142367243766785,2,0.6590106107350898,utilize machine learning capabilities
coordinate import transportation activities,http://data.europa.eu/esco/skill/f5794c88-ab8e-4208-a9e6-95d6cf9b5a6f,0.9145835041999817,13,0.7095296053531805,enable centralized leasing and operations
monitor vehicle repairs,http://data.europa.eu/esco/skill/f5798f9c-42a3-4a54-b4c2-ec33a2ddd863,0.902172863483429,1,0.6482139125176662,perform vehicle repairs remotely
clean mixer,http://data.europa.eu/esco/skill/f57cb4e5-562a-4bc9-b657-a0e7804365a5,0.8151863813400269,0,0.6140871926431742,automate sorting systems for recycling materials with precision and speed
interact verbally in Hebrew,http://data.europa.eu/esco/skill/f58e2088-08c5-4680-83a1-18ba01299d4c,0.9134382009506226,1,0.48780992597082795,communicate in multiple languages
coordinate the itineraries of vessels,http://data.europa.eu/esco/skill/f5994792-4487-4e69-9944-f1aa1879cf23,0.916155219078064,11,0.6668229903432435,monitor and regenerate the biodiversity of production sites and supply chains
analyse your expertise,http://data.europa.eu/esco/skill/f5a2523e-8b1f-4541-b9e8-cd27e2d9cd7b,0.9082880616188049,3,0.7163510969583438,improve and personalize the search experience
maintain ICT server,http://data.europa.eu/esco/skill/f5ac9226-0ace-4d34-a1c3-7b3845834a98,0.9135504364967346,19,0.7333017906376244,"enable secure and reliable connectivity for various devices including embedded tablets, digital signage displays, IT equipment, and robots"
buff finished paintwork,http://data.europa.eu/esco/skill/f5acdfb9-0e81-4732-a658-e13c03d3c51b,0.8386445641517639,0,0.5984886737261993,determines the color and form of products and moves them to their proper spot
detect financial crime,http://data.europa.eu/esco/skill/f5afbe94-c8e6-492d-9b9d-8349a417f92e,0.9053816795349121,1,0.657996794612148,"detect, investigate, prevent financial crime threats"
teach dentistry,http://data.europa.eu/esco/skill/f5b228a8-869c-4cfb-b5f6-daef86f395ef,0.9090827107429504,5,0.6598270552194572,"provide research, analysis, and expertise in geopolitical challenges"
operate 3D computer graphics software,http://data.europa.eu/esco/skill/f5b33464-4df9-4cf3-b468-b0a2d6b3ee85,0.9208005666732788,29,0.7075011461943796,"build a common repository of AI tools such as statistical models, foundational models, inferencing models, generative models"
register pets,http://data.europa.eu/esco/skill/f5b34ff5-99d7-4e22-9cfb-d1fdaa487b12,0.8047837615013123,0,0.6014301381565402,assist authoring for purchase order entries including packing list and product labeling instructions
recruit members,http://data.europa.eu/esco/skill/f5c3bcbe-a8a5-43b5-9fbe-05d6458a04d7,0.8214540481567383,0,0.5899598991258072,"personalize experience to meet the needs of individual staff members, teams, and students"
develop a health and safety prevention plan for road transport,http://data.europa.eu/esco/skill/f5cae5fa-a2ee-4e76-acab-9191cbdaab25,0.9255362153053284,10,0.707474210615826,build a maternal and infant health safety surveillance system
research new cooking methods,http://data.europa.eu/esco/skill/f5d8db86-12fe-4b17-80ee-dc126bab8335,0.9129552245140076,7,0.7083595659520023,develop new perovskite characterization techniques
encourage students to acknowledge their achievements,http://data.europa.eu/esco/skill/f5dc20ae-8b2f-4c9b-b4fa-e9e8c81dbcf4,0.9638727903366089,140,0.6282173115124026,empower students to navigate their educational journeys
work safely with stage weapons,http://data.europa.eu/esco/skill/f5dce36f-8ffc-4eaf-841b-cfd9ab72ccfe,0.8996438384056091,0,0.6730299351355556,"integrate with Amazon SageMaker for building, training, and deploying machine learning models"
perform resource planning,http://data.europa.eu/esco/skill/f5dd06b8-5d17-4932-9d03-957d0c4f5051,0.945975661277771,243,0.7348396492196847,leverage big data and artificial intelligence to increase the probability of success while reducing development time and cost
monitor milk production deviations,http://data.europa.eu/esco/skill/f5de9360-de44-418f-81da-d0350dbc86a2,0.8663461804389954,0,0.6663555611647688,validate operational effectiveness and efficiency with liquid cooling and testing processes
produce organ components,http://data.europa.eu/esco/skill/f5e19e0c-1c42-4622-a9c7-1c2c6c11ff4c,0.9052082300186157,3,0.6867490264454058,"simulate designs, components, and systems"
understand spoken Polish,http://data.europa.eu/esco/skill/f5e51369-45c6-42b1-8ccc-d1826112e555,0.773418664932251,0,0.5276109820117556,understand context and meaning
advise on historical context,http://data.europa.eu/esco/skill/f5eae448-0e52-4550-b982-9ff108c2ef55,0.9172300100326538,19,0.6246483274994641,simulate predictions on historical orders
tune keyboard music instruments,http://data.europa.eu/esco/skill/f5ebfa1f-016a-4edf-850c-a850f06acbfe,0.8668644428253174,0,0.5806532935989692,generate and download music tracks
design make-up effects,http://data.europa.eu/esco/skill/f5eed756-2883-46fe-8990-729100cc3e4b,0.9091980457305908,2,0.582489138154018,speed up analysis and decision-making
design press kit for media,http://data.europa.eu/esco/skill/f5f53b80-29b5-4a7e-b876-803d8a07f60a,0.8955966234207153,0,0.6850610731035762,surface insights for media program performance
follow company standards,http://data.europa.eu/esco/skill/f5f5b244-6cea-4fbc-8a50-8f712791bc09,0.890538215637207,0,0.7117389175972044,ensure portfolio compliance with company rules
perform oil clarification with boiling methods,http://data.europa.eu/esco/skill/f5f776fa-0a89-4fad-bb4a-87f2b254ae73,0.8771651983261108,0,0.653891183435788,"track CO₂ emissions of purchases at a product-level encompassing raw material extraction, processing, assembly, and delivery"
tend CNC engraving machine,http://data.europa.eu/esco/skill/f5f9b6fe-0ff2-4c0b-887a-12702d8612ba,0.8567426800727844,0,0.6616997445392957,automate defect detection and classification with image processing and machine learning algorithms
keep stock records,http://data.europa.eu/esco/skill/f60416d5-2d98-4401-ba0d-b92b53e01d86,0.8795348405838013,0,0.6764721978081396,"accomplish all of the above in a secure, compliant, and cost-effective manner, running securely in their cloud account"
apply credit stress testing methodologies,http://data.europa.eu/esco/skill/f6068fdb-8033-48ee-9444-5cbd2b40ba64,0.9084558486938477,7,0.7405378566414133,help quantify and monitor conditions requiring frequent clinical observations
pack stone products,http://data.europa.eu/esco/skill/f608229b-2d32-40bd-b955-a40054b5adcc,0.9182407855987549,6,0.6934464064204718,determines the color and form of products and moves them to their proper spot
make strategic business decisions,http://data.europa.eu/esco/skill/f60c9e52-95fc-4ca1-a73c-18a491153b63,0.9323064088821411,199,0.7471308153334609,provide customers with access to a wider range of information through conversational interactions
provide non-surgical treatment in cosmetic procedures,http://data.europa.eu/esco/skill/f60f9710-7ed8-4deb-ac33-aeccb295bfe3,0.9057981371879578,1,0.6744371723234891,utilize non-traditional signals for comprehensive business health assessment
monitor security measures,http://data.europa.eu/esco/skill/f6100198-9398-4c31-9003-d976c37d5022,0.9376716613769531,108,0.7233325921312714,identify and prioritize risks related to storage and security of data
understand written Welsh,http://data.europa.eu/esco/skill/f61a0a31-5b6b-4129-b5c2-99e10a5d7794,0.7582479119300842,0,0.4878161371405033,read and understand contracts
polish dental prostheses,http://data.europa.eu/esco/skill/f61da4ef-5615-466c-908f-37851e615c96,0.8570162653923035,0,0.6243232319694619,"use GenerativeAI, machine learning, and large language models to improve billing transparency"
maintain vessel safety and emergency equipment,http://data.europa.eu/esco/skill/f61ee35f-aad6-44eb-b33c-b6b86e072818,0.9102639555931091,7,0.6938665106902521,artificial intelligence for battery availability and safety management
ensure point of sale material availability,http://data.europa.eu/esco/skill/f62ddf39-1f99-44ce-906c-5a3d650c82cb,0.9194973707199097,45,0.6793350857132808,ensure the delivery of secure products
use IT tools,http://data.europa.eu/esco/skill/f632251a-4078-4546-b19f-7ef528d08325,0.9400252103805542,235,0.7498442417370096,develop software tools and applications for integrating quantum computers and supercomputers
identify props,http://data.europa.eu/esco/skill/f637fbce-c3a5-48d6-9e4f-52a64c81b74f,0.900347113609314,1,0.7004782404465155,generate language models and motions without the need for training
prioritise requests,http://data.europa.eu/esco/skill/f642d7ed-e8d7-4355-a747-b85094d4e2e3,0.8888545632362366,0,0.6779952483203474,reflect specific credit policies and guidelines in a customized chatbot
display library material,http://data.europa.eu/esco/skill/f645997b-e5a3-47e4-b715-65bbfb3e69f5,0.8364121317863464,0,0.6458191173557235,choose the right manufacturing material for projects
inspect tidal stream generators,http://data.europa.eu/esco/skill/f64b7f4d-e89e-4920-8674-b75a9cd63389,0.9189836382865906,8,0.6885491203426384,"provide users with actionable steps to identify and remediate to streamline the incident response process while minimizing downtime, reducing damage, and quickly restoring normal operations"
coordinate technical teams in artistic productions,http://data.europa.eu/esco/skill/f64fe2c2-d090-4e91-ba74-1355d96b9bca,0.9254967570304871,65,0.6936071949700514,"improve quality and consistency in complex assembly operations, including manual and automated assemblies"
give feedback on changing circumstances,http://data.europa.eu/esco/skill/f6643a4f-05c7-430f-b13a-14e403169e3c,0.8853678703308105,0,0.6368243780162365,concentrate on events that matter
dress actors,http://data.europa.eu/esco/skill/f66919c2-c3e1-4862-81bb-b32dd2dc2442,0.6510170698165894,0,0.4250991222979671,generate images for artists and designers
ensure compliance with environmental legislation in food production,http://data.europa.eu/esco/skill/f66b2fc3-2952-41e5-89bf-a9157ea29420,0.9423148036003113,133,0.6862303230160918,support sustainable practices in food distribution
measure fruits or vegetables,http://data.europa.eu/esco/skill/f66cbeb5-2a8e-47f7-b866-11c13d88f449,0.8088379502296448,0,0.5065413260914688,manage variable or bursty workloads
develop efficiency plans for logistics operations,http://data.europa.eu/esco/skill/f672b7a0-698e-45f1-a102-51adeaf89200,0.9501192569732666,170,0.7369903497096096,plan operations and transmissions for maximum performance
store products,http://data.europa.eu/esco/skill/f675d28f-9e1f-4938-ae49-c1d07f902fed,0.8958228826522827,0,0.7040465555286833,track and share information about products throughout the supply chain
read care labels,http://data.europa.eu/esco/skill/f67f2cd7-f179-45a5-acde-a3c74c1ce3cc,0.8681313395500183,0,0.6482603065893052,answer questions about appliance use and care
use microsoft office,http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535,0.912386953830719,3,0.7352637205286965,scalable and infinitely adaptable computer vision platform for industrial automation use cases
